,count,missing,missing_pct,min,max,mean,std,pct_1,pct_5,pct_10,pct_25,pct_50,pct_75,pct_90,pct_95,pct_99,unique,top_5
FLAG_EMP_PHONE,307511.0,0.0,0.0,0.0,1.0,0.8198893698111612,0.3842801989387643,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,
FLAG_WORK_PHONE,307511.0,0.0,0.0,0.0,1.0,0.1993684778755882,0.3995262281502265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
FLAG_CONT_MOBILE,307511.0,0.0,0.0,0.0,1.0,0.9981334001060125,0.04316389414243239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
FLAG_PHONE,307511.0,0.0,0.0,0.0,1.0,0.28106636835755466,0.44952054685675835,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,
FLAG_EMAIL,307511.0,0.0,0.0,0.0,1.0,0.0567199222141647,0.23130703972270758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
CNT_FAM_MEMBERS,307511.0,0.0,0.0,1.0,20.0,2.1526644575316003,0.9106786909298071,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,,
REGION_RATING_CLIENT,307511.0,0.0,0.0,1.0,3.0,2.0524631639193394,0.50903390281568,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,,
REGION_RATING_CLIENT_W_CITY,307511.0,0.0,0.0,1.0,3.0,2.031520823645333,0.5027370329147687,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,,
HOUR_APPR_PROCESS_START,307511.0,0.0,0.0,0.0,23.0,12.063418869568894,3.265832255437871,4.0,7.0,8.0,10.0,12.0,14.0,16.0,17.0,19.0,,
REG_REGION_NOT_LIVE_REGION,307511.0,0.0,0.0,0.0,1.0,0.015144173704355291,0.12212647628215205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
REG_REGION_NOT_WORK_REGION,307511.0,0.0,0.0,0.0,1.0,0.05076891558350758,0.21952582879696064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
LIVE_REGION_NOT_WORK_REGION,307511.0,0.0,0.0,0.0,1.0,0.04065870814377372,0.19749861882842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
REG_CITY_NOT_LIVE_CITY,307511.0,0.0,0.0,0.0,1.0,0.07817281333025486,0.26844377237340455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
REG_CITY_NOT_WORK_CITY,307511.0,0.0,0.0,0.0,1.0,0.23045354475124466,0.4211238359138973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
LIVE_CITY_NOT_WORK_CITY,307511.0,0.0,0.0,0.0,1.0,0.17955455252007246,0.38381661538559586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
EXT_SOURCE_2,307511.0,0.0,0.0,8.173616518884397e-08,0.8549996664047012,0.5145033543218941,0.19086993154204288,0.0295487264411224,0.1336355120584083,0.2162038154478448,0.3929737210031833,0.5659614260608526,0.663421802,0.7219501656404221,0.7476805155771451,0.7827667921009939,,
EXT_SOURCE_3,307511.0,0.0,0.0,0.000527265,0.8960095494948396,0.5156949091791828,0.17473571710881455,0.07347264,0.1745642655572634,0.2567055724393002,0.4170996682522097,0.5352762504724826,0.6363761710860439,0.7352209993926424,0.7776594425716818,0.8327850252992314,,
OBS_30_CNT_SOCIAL_CIRCLE,307511.0,0.0,0.0,0.0,348.0,1.4175232755901415,2.3983954060602914,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,10.0,,
DEF_30_CNT_SOCIAL_CIRCLE,307511.0,0.0,0.0,0.0,34.0,0.14294448003486054,0.44603255574314704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,
OBS_60_CNT_SOCIAL_CIRCLE,307511.0,0.0,0.0,0.0,344.0,1.4006263190585053,2.3772242660544616,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,10.0,,
DEF_60_CNT_SOCIAL_CIRCLE,307511.0,0.0,0.0,0.0,24.0,0.09971675809971026,0.3617346501316736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,
DAYS_LAST_PHONE_CHANGE,307511.0,0.0,0.0,-4292.0,0.0,-962.8581188965597,826.8072260174033,-3149.0,-2522.0,-2158.0,-1570.0,-757.0,-274.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_2,307511.0,0.0,0.0,0.0,1.0,4.2274910491006824e-05,0.006501789045489792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_3,307511.0,0.0,0.0,0.0,1.0,0.7100233812774177,0.4537519684327392,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,
FLAG_DOCUMENT_4,307511.0,0.0,0.0,0.0,1.0,8.129790479039775e-05,0.00901618321655089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_5,307511.0,0.0,0.0,0.0,1.0,0.015114906458630749,0.12201022281354128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
FLAG_DOCUMENT_6,307511.0,0.0,0.0,0.0,1.0,0.0880553866365756,0.2833758928629899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
FLAG_DOCUMENT_7,307511.0,0.0,0.0,0.0,1.0,0.00019186305530533867,0.01385015767701742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_8,307511.0,0.0,0.0,0.0,1.0,0.08137595077899652,0.27341204894451304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
FLAG_DOCUMENT_9,307511.0,0.0,0.0,0.0,1.0,0.00389579559755586,0.062294710800393685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_10,307511.0,0.0,0.0,0.0,1.0,2.276341334131137e-05,0.004771055354069213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_11,307511.0,0.0,0.0,0.0,1.0,0.003912055178513939,0.06242406326684518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_12,307511.0,0.0,0.0,0.0,1.0,6.503832383231819e-06,0.0025502570915978662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_13,307511.0,0.0,0.0,0.0,1.0,0.003525077151711646,0.05926771807375309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_14,307511.0,0.0,0.0,0.0,1.0,0.0029364803210291664,0.054109767376428794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_15,307511.0,0.0,0.0,0.0,1.0,0.0012097128232811183,0.034759938827692606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_16,307511.0,0.0,0.0,0.0,1.0,0.009928100133003373,0.09914416233784908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_17,307511.0,0.0,0.0,0.0,1.0,0.0002666571277125046,0.016327488741596615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_18,307511.0,0.0,0.0,0.0,1.0,0.008129790479039774,0.08979823610939557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_19,307511.0,0.0,0.0,0.0,1.0,0.0005951006630657115,0.024387465065862264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_20,307511.0,0.0,0.0,0.0,1.0,0.0005072989258920819,0.02251762026844613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_21,307511.0,0.0,0.0,0.0,1.0,0.0003349473677364387,0.01829853182243764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AMT_REQ_CREDIT_BUREAU_HOUR,307511.0,0.0,0.0,0.0,4.0,0.005538013274321894,0.07801413049717408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AMT_REQ_CREDIT_BUREAU_DAY,307511.0,0.0,0.0,0.0,9.0,0.0060550679487888235,0.10303712010881902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AMT_REQ_CREDIT_BUREAU_WEEK,307511.0,0.0,0.0,0.0,8.0,0.029722513991369416,0.19072793759960446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
AMT_REQ_CREDIT_BUREAU_MON,307511.0,0.0,0.0,0.0,27.0,0.23129253912868158,0.8568100735735287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,,
AMT_REQ_CREDIT_BUREAU_QRT,307511.0,0.0,0.0,0.0,261.0,0.22963080995476584,0.7440589926520407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,
AMT_REQ_CREDIT_BUREAU_YEAR,307511.0,0.0,0.0,0.0,25.0,1.778463209446166,1.76552314771504,0.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,8.0,,
EMPLOYED_SENTINEL,307511.0,0.0,0.0,0.0,1.0,0.18007160719453938,0.38424771126230567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
FLAG_OWN_CAR_NUM,307511.0,0.0,0.0,0.0,1.0,0.34010815873253314,0.47374605955192844,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,
CAR_AGE_IMPUTED,307511.0,0.0,0.0,-1.0,91.0,3.4421337773282907,9.317171829623893,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,14.0,19.0,64.0,,
EXT_SOURCE_1_MISSING,307511.0,0.0,0.0,0.0,1.0,0.5638107254699832,0.49591228161385803,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,
EXT_SOURCE_1_IMPUTED,307511.0,0.0,0.0,0.0145681324124455,0.962692770561306,0.50431069593397,0.1394081802886507,0.1162549892299064,0.2259683577569206,0.3186901716733835,0.5059979305057544,0.5059979305057544,0.5059979305057544,0.6895669261978103,0.7742488737776433,0.8661092451427042,,
BUREAU_REQ_MISSING,307511.0,0.0,0.0,0.0,1.0,0.13501630835970097,0.34174154652175515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
NAME_CONTRACT_TYPE,307511,0,0.0,,,,,,,,,,,,,,2,Cash loans:278232; Revolving loans:29279
CODE_GENDER,307511,0,0.0,,,,,,,,,,,,,,3,F:202448; M:105059; XNA:4
FLAG_OWN_REALTY,307511,0,0.0,,,,,,,,,,,,,,2,Y:213312; N:94199
NAME_TYPE_SUITE,307511,0,0.0,,,,,,,,,,,,,,7,"Unaccompanied:249818; Family:40149; Spouse, partner:11370; Children:3267; Other_B:1770"
NAME_INCOME_TYPE,307511,0,0.0,,,,,,,,,,,,,,8,Working:158774; Commercial associate:71617; Pensioner:55362; State servant:21703; Unemployed:22
NAME_EDUCATION_TYPE,307511,0,0.0,,,,,,,,,,,,,,5,Secondary / secondary special:218391; Higher education:74863; Incomplete higher:10277; Lower secondary:3816; Academic degree:164
NAME_FAMILY_STATUS,307511,0,0.0,,,,,,,,,,,,,,6,Married:196432; Single / not married:45444; Civil marriage:29775; Separated:19770; Widow:16088
NAME_HOUSING_TYPE,307511,0,0.0,,,,,,,,,,,,,,6,House / apartment:272868; With parents:14840; Municipal apartment:11183; Rented apartment:4881; Office apartment:2617
OCCUPATION_TYPE,307511,0,0.0,,,,,,,,,,,,,,20,Not_Employed:55372; Laborers:55186; Unknown:41019; Sales staff:32102; Core staff:27570
WEEKDAY_APPR_PROCESS_START,307511,0,0.0,,,,,,,,,,,,,,7,TUESDAY:53901; WEDNESDAY:51934; MONDAY:50714; THURSDAY:50591; FRIDAY:50338
ORGANIZATION_TYPE,307511,0,0.0,,,,,,,,,,,,,,58,Business Entity Type 3:67992; XNA:55374; Self-employed:38412; Other:16683; Medicine:11193
