,count,missing,missing_pct,min,max,mean,std,pct_1,pct_5,pct_10,pct_25,pct_50,pct_75,pct_90,pct_95,pct_99,unique,top_5
FLAG_MOBIL,307511.0,0.0,0.0,0.0,1.0,0.9999967480838083,0.001803307015351493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
FLAG_EMP_PHONE,307511.0,0.0,0.0,0.0,1.0,0.8198893698111612,0.3842801989387643,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,
FLAG_WORK_PHONE,307511.0,0.0,0.0,0.0,1.0,0.1993684778755882,0.3995262281502265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
FLAG_CONT_MOBILE,307511.0,0.0,0.0,0.0,1.0,0.9981334001060125,0.04316389414243239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
FLAG_PHONE,307511.0,0.0,0.0,0.0,1.0,0.28106636835755466,0.44952054685675835,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,
FLAG_EMAIL,307511.0,0.0,0.0,0.0,1.0,0.0567199222141647,0.23130703972270758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
CNT_FAM_MEMBERS,307509.0,2.0,0.0006503832383231819,1.0,20.0,2.152665450442101,0.9106815691792972,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,,
REGION_RATING_CLIENT,307511.0,0.0,0.0,1.0,3.0,2.0524631639193394,0.50903390281568,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,,
REGION_RATING_CLIENT_W_CITY,307511.0,0.0,0.0,1.0,3.0,2.031520823645333,0.5027370329147687,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,,
HOUR_APPR_PROCESS_START,307511.0,0.0,0.0,0.0,23.0,12.063418869568894,3.265832255437871,4.0,7.0,8.0,10.0,12.0,14.0,16.0,17.0,19.0,,
REG_REGION_NOT_LIVE_REGION,307511.0,0.0,0.0,0.0,1.0,0.015144173704355291,0.12212647628215205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
REG_REGION_NOT_WORK_REGION,307511.0,0.0,0.0,0.0,1.0,0.05076891558350758,0.21952582879696064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
LIVE_REGION_NOT_WORK_REGION,307511.0,0.0,0.0,0.0,1.0,0.04065870814377372,0.19749861882842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
REG_CITY_NOT_LIVE_CITY,307511.0,0.0,0.0,0.0,1.0,0.07817281333025486,0.26844377237340455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
REG_CITY_NOT_WORK_CITY,307511.0,0.0,0.0,0.0,1.0,0.23045354475124466,0.4211238359138973,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
LIVE_CITY_NOT_WORK_CITY,307511.0,0.0,0.0,0.0,1.0,0.17955455252007246,0.38381661538559586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
EXT_SOURCE_1,134133.0,173378.0,56.381072546998325,0.0145681324124455,0.962692770561306,0.502129805656508,0.21106224927406522,0.084254488,0.1580235828802147,0.2124979511930032,0.3340072886740926,0.5059979305057544,0.6750525982300696,0.7866659041894191,0.8322601465728647,0.8894119239453264,,
EXT_SOURCE_2,306851.0,660.0,0.21462646864665005,8.173616518884397e-08,0.8549996664047012,0.5143926741307012,0.19106015498568182,0.0294710693657727,0.1332991460331683,0.2156891710324632,0.3924574161782719,0.5659614260608526,0.6636170897493769,0.7220467277920761,0.7477382670048935,0.7827928199705348,,
EXT_SOURCE_3,246546.0,60965.0,19.825307062186393,0.000527265,0.8960095494948396,0.5108529061779334,0.19484436446373682,0.064671956,0.1547436312725944,0.2276129150623945,0.3706496323299817,0.5352762504724826,0.6690566947824041,0.7490217048463391,0.7862666146611379,0.8327850252992314,,
APARTMENTS_AVG,151450.0,156061.0,50.74972927797705,0.0,1.0,0.11744049917464508,0.10824029130032231,0.0021,0.0082,0.0165,0.0577,0.0876,0.1485,0.2412,0.3268,0.5454,,
BASEMENTAREA_AVG,127568.0,179943.0,58.51595552679416,0.0,1.0,0.08844221905179983,0.08243815873568511,0.0,0.0,0.0,0.0442,0.0763,0.1122,0.1685,0.2237,0.3859,,
YEARS_BEGINEXPLUATATION_AVG,157504.0,150007.0,48.781019215572776,0.0,1.0,0.9777348581623325,0.05922331435836282,0.9488,0.9687,0.9722,0.9767,0.9816,0.9866,0.9911,0.996,0.999,,
YEARS_BUILD_AVG,103023.0,204488.0,66.49778381911543,0.0,1.0,0.7524714325927221,0.11327992663224716,0.3472,0.5920000000000001,0.6328,0.6872,0.7552,0.8232,0.8776,0.9524,0.9864,,
COMMONAREA_AVG,92646.0,214865.0,69.87229725115525,0.0,1.0,0.044620715411350736,0.07603574505040936,0.0,0.0,0.0008,0.0078,0.0211,0.0515,0.1053,0.1601,0.3766,,
ELEVATORS_AVG,143620.0,163891.0,53.29597965601231,0.0,1.0,0.07894151232418883,0.13457600110034418,0.0,0.0,0.0,0.0,0.0,0.12,0.24,0.36,0.6,,
ENTRANCES_AVG,152683.0,154828.0,50.3487680115508,0.0,1.0,0.1497246700680495,0.10004912076035907,0.0345,0.0345,0.0345,0.069,0.1379,0.2069,0.2759,0.3103,0.5172,,
FLOORSMAX_AVG,154491.0,153020.0,49.76082156410665,0.0,1.0,0.22628190703665582,0.144640699548004,0.0,0.0417,0.0417,0.1667,0.1667,0.3333,0.375,0.4792,0.6667,,
FLOORSMIN_AVG,98869.0,208642.0,67.84862980511267,0.0,1.0,0.2318935004905481,0.1613802888001374,0.0,0.0417,0.0417,0.0833,0.2083,0.375,0.4167,0.5,0.7083,,
LANDAREA_AVG,124921.0,182590.0,59.376737742714894,0.0,1.0,0.06633318417239695,0.08118364070179358,0.0,0.0,0.0,0.0187,0.0481,0.0856,0.1406,0.1947,0.3746,,
LIVINGAPARTMENTS_AVG,97312.0,210199.0,68.35495315614726,0.0,1.0,0.10077477495067412,0.0925761339604974,0.0034,0.0101,0.0202,0.0504,0.0756,0.121,0.2059,0.2723,0.4539,,
LIVINGAREA_AVG,153161.0,154350.0,50.193326417591564,0.0,1.0,0.10739901933259771,0.11056452318371336,0.0022,0.0082,0.0144,0.0453,0.0745,0.1299,0.2327,0.3205,0.5509,,
NONLIVINGAPARTMENTS_AVG,93997.0,213514.0,69.43296337366793,0.0,1.0,0.008808672617211188,0.04773166205034794,0.0,0.0,0.0,0.0,0.0,0.0039,0.0154,0.0309,0.1081,,
NONLIVINGAREA_AVG,137829.0,169682.0,55.17916432257708,0.0,1.0,0.02835775707579682,0.06952318332123605,0.0,0.0,0.0,0.0,0.0036,0.0277,0.0806,0.1279,0.3165,,
APARTMENTS_MODE,151450.0,156061.0,50.74972927797705,0.0,1.0,0.11423100693298119,0.10793603908753287,0.0021,0.0084,0.0168,0.0525,0.084,0.1439,0.2311,0.3193,0.541,,
BASEMENTAREA_MODE,127568.0,179943.0,58.51595552679416,0.0,1.0,0.08754321224758561,0.08430717486924559,0.0,0.0,0.0,0.0407,0.0746,0.1124,0.1696,0.2277,0.3962,,
YEARS_BEGINEXPLUATATION_MODE,157504.0,150007.0,48.781019215572776,0.0,1.0,0.9770653729429093,0.06457543708048018,0.9489,0.9682,0.9722,0.9767,0.9816,0.9866,0.9906,0.996,0.999,,
YEARS_BUILD_MODE,103023.0,204488.0,66.49778381911543,0.0,1.0,0.7596373227337585,0.11011102734194828,0.3662,0.608,0.6472,0.6994,0.7648,0.8236,0.8824,0.9543,0.9869,,
COMMONAREA_MODE,92646.0,214865.0,69.87229725115525,0.0,1.0,0.042553137750145714,0.07444452253839155,0.0,0.0,0.0,0.0072,0.019,0.049,0.1008,0.1532,0.3656,,
ELEVATORS_MODE,143620.0,163891.0,53.29597965601231,0.0,1.0,0.07448973610917699,0.13225614415050652,0.0,0.0,0.0,0.0,0.0,0.1208,0.2417,0.3222,0.6042,,
ENTRANCES_MODE,152683.0,154828.0,50.3487680115508,0.0,1.0,0.14519265864569075,0.10097698816024665,0.0345,0.0345,0.0345,0.069,0.1379,0.2069,0.2759,0.3103,0.5172,,
FLOORSMAX_MODE,154491.0,153020.0,49.76082156410665,0.0,1.0,0.2223150474784939,0.14370940659531573,0.0,0.0417,0.0417,0.1667,0.1667,0.3333,0.375,0.4583,0.6667,,
FLOORSMIN_MODE,98869.0,208642.0,67.84862980511267,0.0,1.0,0.22805849255074895,0.16115977149547595,0.0,0.0417,0.0417,0.0833,0.2083,0.375,0.4167,0.5,0.7083,,
LANDAREA_MODE,124921.0,182590.0,59.376737742714894,0.0,1.0,0.06495768445657656,0.08175027780843543,0.0,0.0,0.0,0.0166,0.0458,0.0841,0.1409,0.1956,0.379,,
LIVINGAPARTMENTS_MODE,97312.0,210199.0,68.35495315614726,0.0,1.0,0.10564485674942452,0.09788044657879372,0.0028,0.011,0.0202,0.0542,0.0771,0.1313,0.2167,0.2948,0.4885,,
LIVINGAREA_MODE,153161.0,154350.0,50.193326417591564,0.0,1.0,0.10597505043712172,0.11184526587783379,0.0019,0.0079,0.0134,0.0427,0.0731,0.1252,0.2336,0.3229999999999999,0.5616,,
NONLIVINGAPARTMENTS_MODE,93997.0,213514.0,69.43296337366793,0.0,1.0,0.008076387544283328,0.046276266219835646,0.0,0.0,0.0,0.0,0.0,0.0039,0.0156,0.0272,0.0973,,
NONLIVINGAREA_MODE,137829.0,169682.0,55.17916432257708,0.0,1.0,0.027022319685987714,0.07025385904394456,0.0,0.0,0.0,0.0,0.0011,0.0231,0.0788,0.1294,0.3221,,
APARTMENTS_MEDI,151450.0,156061.0,50.74972927797705,0.0,1.0,0.11784992076592933,0.10907590600115313,0.0021,0.0083,0.0167,0.0583,0.0864,0.1489,0.242,0.33,0.5506,,
BASEMENTAREA_MEDI,127568.0,179943.0,58.51595552679416,0.0,1.0,0.08795485466574689,0.08217874951463416,0.0,0.0,0.0,0.0437,0.0758,0.1116,0.1678,0.2231,0.3845,,
YEARS_BEGINEXPLUATATION_MEDI,157504.0,150007.0,48.781019215572776,0.0,1.0,0.9777522640694839,0.05989731850511965,0.9493,0.9687,0.9722,0.9767,0.9816,0.9866,0.9911,0.996,0.999,,
YEARS_BUILD_MEDI,103023.0,204488.0,66.49778381911543,0.0,1.0,0.7557462721916466,0.11206630964404388,0.3559,0.5975,0.6377,0.6914,0.7585,0.8256,0.8792,0.953,0.9866,,
COMMONAREA_MEDI,92646.0,214865.0,69.87229725115525,0.0,1.0,0.04459510178529024,0.07614426224091465,0.0,0.0,0.0007,0.0079,0.0208,0.0513,0.1053,0.1609,0.3786,,
ELEVATORS_MEDI,143620.0,163891.0,53.29597965601231,0.0,1.0,0.07807784431137725,0.13446714769067492,0.0,0.0,0.0,0.0,0.0,0.12,0.24,0.36,0.6,,
ENTRANCES_MEDI,152683.0,154828.0,50.3487680115508,0.0,1.0,0.14921278072869934,0.10036839449763228,0.0345,0.0345,0.0345,0.069,0.1379,0.2069,0.2759,0.3103,0.5172,,
FLOORSMAX_MEDI,154491.0,153020.0,49.76082156410665,0.0,1.0,0.22589659009262678,0.14506702591935142,0.0,0.0417,0.0417,0.1667,0.1667,0.3333,0.375,0.4792,0.6667,,
FLOORSMIN_MEDI,98869.0,208642.0,67.84862980511267,0.0,1.0,0.23162493804933804,0.16193354145715616,0.0,0.0417,0.0417,0.0833,0.2083,0.375,0.4167,0.5,0.7083,,
LANDAREA_MEDI,124921.0,182590.0,59.376737742714894,0.0,1.0,0.06716874904939922,0.08216701028007205,0.0,0.0,0.0,0.0187,0.0487,0.0868,0.1428,0.1976,0.3813,,
LIVINGAPARTMENTS_MEDI,97312.0,210199.0,68.35495315614726,0.0,1.0,0.1019544732407103,0.09364233271153832,0.0034,0.0103,0.0205,0.0513,0.0761,0.1231,0.2086,0.277,0.4617,,
LIVINGAREA_MEDI,153161.0,154350.0,50.193326417591564,0.0,1.0,0.10860673604899419,0.11226025867534761,0.0022,0.0083,0.0145,0.0457,0.0749,0.1303,0.236,0.3255,0.5579,,
NONLIVINGAPARTMENTS_MEDI,93997.0,213514.0,69.43296337366793,0.0,1.0,0.008651013330212667,0.04741472790780269,0.0,0.0,0.0,0.0,0.0,0.0039,0.0155,0.0311,0.1048,,
NONLIVINGAREA_MEDI,137829.0,169682.0,55.17916432257708,0.0,1.0,0.02823592059726182,0.07016648150682482,0.0,0.0,0.0,0.0,0.0031,0.0266,0.081,0.1295,0.3213,,
TOTALAREA_MODE,159080.0,148431.0,48.26851722377411,0.0,1.0,0.1025466626854413,0.10746232414961877,0.0016,0.0067,0.0123,0.0412,0.0688,0.1276,0.2273,0.3092,0.5258,,
OBS_30_CNT_SOCIAL_CIRCLE,306490.0,1021.0,0.3320206431639844,0.0,348.0,1.4222454239942575,2.400988746109008,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,10.0,,
DEF_30_CNT_SOCIAL_CIRCLE,306490.0,1021.0,0.3320206431639844,0.0,34.0,0.1434206662533851,0.4466984293815287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,
OBS_60_CNT_SOCIAL_CIRCLE,306490.0,1021.0,0.3320206431639844,0.0,344.0,1.4052921791901856,2.3798033519793806,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,10.0,,
DEF_60_CNT_SOCIAL_CIRCLE,306490.0,1021.0,0.3320206431639844,0.0,24.0,0.10004894123788705,0.3622908039755737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,
DAYS_LAST_PHONE_CHANGE,307510.0,1.0,0.00032519161916159093,-4292.0,0.0,-962.8587883320868,826.8084870406566,-3149.0,-2522.0,-2158.0,-1570.0,-757.0,-274.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_2,307511.0,0.0,0.0,0.0,1.0,4.2274910491006824e-05,0.006501789045489792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_3,307511.0,0.0,0.0,0.0,1.0,0.7100233812774177,0.4537519684327392,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,
FLAG_DOCUMENT_4,307511.0,0.0,0.0,0.0,1.0,8.129790479039775e-05,0.00901618321655089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_5,307511.0,0.0,0.0,0.0,1.0,0.015114906458630749,0.12201022281354128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
FLAG_DOCUMENT_6,307511.0,0.0,0.0,0.0,1.0,0.0880553866365756,0.2833758928629899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
FLAG_DOCUMENT_7,307511.0,0.0,0.0,0.0,1.0,0.00019186305530533867,0.01385015767701742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_8,307511.0,0.0,0.0,0.0,1.0,0.08137595077899652,0.27341204894451304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
FLAG_DOCUMENT_9,307511.0,0.0,0.0,0.0,1.0,0.00389579559755586,0.062294710800393685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_10,307511.0,0.0,0.0,0.0,1.0,2.276341334131137e-05,0.004771055354069213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_11,307511.0,0.0,0.0,0.0,1.0,0.003912055178513939,0.06242406326684518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_12,307511.0,0.0,0.0,0.0,1.0,6.503832383231819e-06,0.0025502570915978662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_13,307511.0,0.0,0.0,0.0,1.0,0.003525077151711646,0.05926771807375309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_14,307511.0,0.0,0.0,0.0,1.0,0.0029364803210291664,0.054109767376428794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_15,307511.0,0.0,0.0,0.0,1.0,0.0012097128232811183,0.034759938827692606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_16,307511.0,0.0,0.0,0.0,1.0,0.009928100133003373,0.09914416233784908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_17,307511.0,0.0,0.0,0.0,1.0,0.0002666571277125046,0.016327488741596615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_18,307511.0,0.0,0.0,0.0,1.0,0.008129790479039774,0.08979823610939557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_19,307511.0,0.0,0.0,0.0,1.0,0.0005951006630657115,0.024387465065862264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_20,307511.0,0.0,0.0,0.0,1.0,0.0005072989258920819,0.02251762026844613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FLAG_DOCUMENT_21,307511.0,0.0,0.0,0.0,1.0,0.0003349473677364387,0.01829853182243764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AMT_REQ_CREDIT_BUREAU_HOUR,265992.0,41519.0,13.501630835970097,0.0,4.0,0.006402448193930645,0.08384912844747723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AMT_REQ_CREDIT_BUREAU_DAY,265992.0,41519.0,13.501630835970097,0.0,9.0,0.0070002105326475985,0.11075740632435452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
AMT_REQ_CREDIT_BUREAU_WEEK,265992.0,41519.0,13.501630835970097,0.0,8.0,0.0343619356973142,0.2046848758128245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
AMT_REQ_CREDIT_BUREAU_MON,265992.0,41519.0,13.501630835970097,0.0,27.0,0.26739526000781977,0.9160023961526176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,,
AMT_REQ_CREDIT_BUREAU_QRT,265992.0,41519.0,13.501630835970097,0.0,261.0,0.26547414959848414,0.7940556483207578,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,,
AMT_REQ_CREDIT_BUREAU_YEAR,265992.0,41519.0,13.501630835970097,0.0,25.0,1.899974435321363,1.869294998181557,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,8.0,,
EMPLOYED_SENTINEL,307511.0,0.0,0.0,0.0,1.0,0.18007160719453938,0.38424771126230567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,
NAME_CONTRACT_TYPE,307511,0,0.0,,,,,,,,,,,,,,2,Cash loans:278232; Revolving loans:29279
CODE_GENDER,307511,0,0.0,,,,,,,,,,,,,,3,F:202448; M:105059; XNA:4
FLAG_OWN_CAR,307511,0,0.0,,,,,,,,,,,,,,2,N:202924; Y:104587
FLAG_OWN_REALTY,307511,0,0.0,,,,,,,,,,,,,,2,Y:213312; N:94199
NAME_TYPE_SUITE,306219,1292,0.42014757195677555,,,,,,,,,,,,,,7,"Unaccompanied:248526; Family:40149; Spouse, partner:11370; Children:3267; Other_B:1770"
NAME_INCOME_TYPE,307511,0,0.0,,,,,,,,,,,,,,8,Working:158774; Commercial associate:71617; Pensioner:55362; State servant:21703; Unemployed:22
NAME_EDUCATION_TYPE,307511,0,0.0,,,,,,,,,,,,,,5,Secondary / secondary special:218391; Higher education:74863; Incomplete higher:10277; Lower secondary:3816; Academic degree:164
NAME_FAMILY_STATUS,307511,0,0.0,,,,,,,,,,,,,,6,Married:196432; Single / not married:45444; Civil marriage:29775; Separated:19770; Widow:16088
NAME_HOUSING_TYPE,307511,0,0.0,,,,,,,,,,,,,,6,House / apartment:272868; With parents:14840; Municipal apartment:11183; Rented apartment:4881; Office apartment:2617
OCCUPATION_TYPE,211120,96391,31.345545362604916,,,,,,,,,,,,,,18,Laborers:55186; Sales staff:32102; Core staff:27570; Managers:21371; Drivers:18603
WEEKDAY_APPR_PROCESS_START,307511,0,0.0,,,,,,,,,,,,,,7,TUESDAY:53901; WEDNESDAY:51934; MONDAY:50714; THURSDAY:50591; FRIDAY:50338
ORGANIZATION_TYPE,307511,0,0.0,,,,,,,,,,,,,,58,Business Entity Type 3:67992; XNA:55374; Self-employed:38412; Other:16683; Medicine:11193
FONDKAPREMONT_MODE,97216,210295,68.38617155158677,,,,,,,,,,,,,,4,reg oper account:73830; reg oper spec account:12080; not specified:5687; org spec account:5619
HOUSETYPE_MODE,153214,154297,50.176091261776,,,,,,,,,,,,,,3,block of flats:150503; specific housing:1499; terraced house:1212
WALLSMATERIAL_MODE,151170,156341,50.8407829313423,,,,,,,,,,,,,,7,"Panel:66040; Stone, brick:64815; Block:9253; Wooden:5362; Mixed:2296"
EMERGENCYSTATE_MODE,161756,145755,47.39830445089769,,,,,,,,,,,,,,2,No:159428; Yes:2328
